"wallet","balance"
"E1fYSSbLygp5D6hYGBaG8K9NsnSZJ1zQMPL2CTVWF9Rf","0"
"EMtTEqPjMbo4aBorhauonT1sZLa94dyRtdCwtTPqqjTy","17734003255.179496736"
"C5WJCuawUSXWSFHKBJBfRy6vcwkd4poq4PhPc9fM6Vax","1002525433.0826196974"
"6Jku99urHkEtzVkT3yv64kJG8GgP9rMGb7SDZ1tPwGAn","0"
"AngYLPgsfwFqLNtWPQY5HccX7r8J1aXzQCE9QY9JDFQd","2234371074.7648182237"
"HCJc8CzK3a4uSG7KTbBzDZDuYzt4kjezmrRTvnZjZ4Km","1655502974.746508699"
"FYZ1GtHHKWvAfEYZzzJYJbpWDabSTvYfwA84Gcv459a5","8462607102.7052693434"
"5Td33VrB2xrEYR3PmeFkK1SJejpPL48zU2Vmr7pfEkSm","0"
"8c8w3kzKUUtkoTJSgFz8moLzpxVkcUY1WhK3vArxan3o","0"
"BaxQuwJ2YUS1KT9wFRu2DgGLCsJvpda6XhvvEbTYjfEJ","666415234.73249171404"
"ENAxjhEEtjC3N81PDPw75k5ZUACW5Uy1WqFz7YLB6z7p","691893516.62319999837"
"7MdvBHYwaFTotsq7TGMXGRX6y1eNB33Fr5YreHpf9z2R","3054853547.493472738"
"9SH8RW6DKooKAuwWgsVB2eRjZcA2ips7rcZ3UHz8s6p1","1001206155.5359827565"
"C3f9H425oVxtJpK6cYyu6MVNL4xzPDABS74QCGAmgnjT","4232044347.3936767874"
"BZn3dtZKWi78VbSJ7QCc3rdv7p6WxnUKUxkZskQrHEYN","52910394293.742463312"
"HejWAp9fEFmYSSQSFXU7MM3HXtGZetcrfTNXf7ymrJaC","124387316"
"5P5B8dmrTdk2WZAjVnivfPb1sd1KjfWw6DfKd1qZsHsR","108811247"
"69V8UivhK5cuAWvMgzUCiF5G87ekEVk5MxMQ3FT7Kdj7","0"
"4KWuGkGFNmzpKte72Wd8jn7UTYkhvRWi7JPwDjJ23uFJ","21297132536.834664354"
"DQvSM8HZGw5M9KCmaLdpNBHGfxYcZo1LKA2tQyqJQ6Dr","39701682809.599645066"
"GSAJ4P2FXtiCrdXQejR183m5sbyhXwPtRyHZqzJ6mo6F","983523903.70675711224"
"41yfUFvPCdKNe9o24mmzqwHn4ZvTjKj6rZrGSRMWjJpF","1210637598.7863575401"
"6UoqJb2EdWq17GFJN6VKLFSp9ESqPLcjnynxs86LDkqr","278220840.89723069034"
"ERuMAaeBnoSZVPT9phEVbS28DUC1AVxYWepvU12g2QBx","3401498499.0716077741"
"3xPaPA7M5Lb4r7VHznnRMSDQqyibZWenf9Ujo2ZoMaVG","120885594.44019715543"
"Buxa1NDoDrznTvFss97Bj6yTY9AbqAkM8wxf5dwyqiWL","1750637186.0760628489"
"CE1K5r4Z6iLGo4TKbLokKA7zMCw6hjLfyATyU6ongv9x","39698725043.979509839"
"Buxa1NDoDrznTvFss97Bj6yTY9AbqAkM8wxf5dwyqiWL","2803839739.9338059915"
"CtmwEpinEkxZ3keQrU3NLsAmiBVQQzZntfsykvCRgiot","39703220196.979003166"
"5uU91HwJKkKDJfsfK1ZTmqyKXKeSmSWqo1YUYZfmu5S","198235823.41403795037"
"E81sDoZFGxWRMcPKm5wG7wneYDCPNBV29aAfPpvfP8p2","1580156891.4856180628"
"HejWAp9fEFmYSSQSFXU7MM3HXtGZetcrfTNXf7ymrJaC","1760793397.6139447661"
"8TXzNfwVBfuU2tYRCN9YnyNAZYniCKK3D5BuFrYEWm8t","19303674.181557683886"
"GT1K7RrXBGPPAspe28SnRCpx5CYYVKiBzWTMTabUjqsE","0"
