"wallet","source","balance"
"DGkeFV1ruRNYoBiXQRfdsAw24jMDgFkQXzdEL58S2tpm","saber","0"
"F4VFp4tFTyrQWo9YVjCbPE5eQP27ice2zyGDp2tN2Rkm","saber","6596882"
"H59QnxbQrhRsLzaw3krhQHrAjKVcKAQTKSYtJ13SaAvA","saber,quarry","2199445"
"GodXVwR1m9CnYtq895brfAPPZRMmAFgeW7tQgk3drocv","saber","87937073"
"AGJrH4QGnM1nmFtQGfJtTBZMCdTxJB76oEJYXo8wiYNd","saber,quarry","0"
"5WENTPnK4C8oq5wzNGryKCacDRNQQ4KD4bsarWM1hH7K","saber,quarry","0"
"EejmB1svFdSFZZjtxLKFyEyB8ih2yiECMTXo447YaPrM","saber,quarry","2110763547"
"vZKPumsVcrcyMSn6qkHNo6LKkbFS3Z6VSXq3cDFu87p","direct","9968778"
"F21nsuNL3wrgtMTd5XpyWLSrx8wt8o6XJknSacLz59dn","direct","398658588"
"GDtnuCR5oEWeW8yxYxp8vjDHimbBgLXxjBBCwkA6n4D6","direct,quarry","80000000"
"BV19XPRjVtN5GNNW33PesrnYA69pSYtd1CPo9krie21r","direct","1000"
"FUaiBxaMJHwTVUCxbBSTYLaqPpvxDtjNM4mpGBN7jNA2","direct","380802"
"8r7Fk3SWEUJZcQoM24Vs188XUP66r4Le9Rw3gNd363Di","direct","70000000"
"9iZTmiUNudExXbihJ5c7F6WhEhnUYDygQEYqW5ER3PtV","direct","12009781395"
"BBkoocctRizBPsu2WRHx5xvpd21UHx6ARVEDGVw7sAFa","direct","12121432"
"4ETGtMACUnh1LNbGLzXZSqecsPH3PqgnoWCgQByAaWyM","direct","82458453"
"5L7DeP9WwYGK6uyBoNuRk1as8o1JvynYARMHoG9asDWW","direct","11581415"
"Bon6o2rLXtGeoxWJ2DgL2dFW4ZQB8QHQQY4xwFvGtfqF","direct,quarry","100000000"
"6XJxzEACf9koTM9TdBSYuPXw7v5Z2xQnRJEwK7bLNnEZ","direct","1000000"
"F4VFp4tFTyrQWo9YVjCbPE5eQP27ice2zyGDp2tN2Rkm","direct","19991564"
"751oupTkfVuA175m5anCRaE95wzUMMP6hsJkGYCYqg5Y","direct","2"
"9h2j8jVo5Ph7HkvedjisKcxG8KvZifkB84ozg61w4UJt","direct,quarry","1000000000"
"54kMfGrKUPUxCMXXr16S1AX9vgqpua9aNbMvMGr55JF8","direct,quarry","10000000"
"5Xr4W72AZZZiWxuAZZ3KQxTxkqWnssvsTuBKBc28YPzN","direct","2"
"Bkmicwj2yeb8r441rAwfWHWono2Gc3PPPuHyHHooiMKH","direct","45000000"
"FLru4AKdM23UxijqKoQW5BuMLzj7RgTKpo1Y4sPwmiGf","direct","96"
"GRwm4EXMyVwtftQeTft7DZT3HBRxx439PrKq4oM6BwoZ","direct","47975025"
"J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG","direct","1008652535"
"Gr7HFT6uRdRhZzzxFJC3jxvAg1uwgACK1juwsAxFvGne","direct","10000000"
"EJq5rzD8rw5woBQ7zMAyw4D9ncidXdyHbj23B8dvpJ4T","direct","270987997"
"Fx3ZpJycgkohbSFBaFAZcejoup3TvN1pzwGVte8Aqz3A","direct","19782265"
"EXdZNfWheWzNZrg53atXSaWqLNtMssdUzB6kNzHxn9Mf","direct","309905592"
"GpHEwVB1Va5juaE4oLBbYAhwwfwMc3GB4QLFDkmMFoWX","direct","50000000"
"DGkeFV1ruRNYoBiXQRfdsAw24jMDgFkQXzdEL58S2tpm","direct","36450119"
"24q5yVfW3Qg9zyuc5rckjEon8d9G2b51S6QGBUfSJSzD","direct","12075388"
"2vnp5VCJaMwT4DZmWFdBvnhn8upkiicLf8brAkt6tTPU","direct","11439085"
"AR7hTDv52hmEJzyyCGNTzcyDAyhLfok9awBNSRviNgec","direct","1000000000"
"HZ61d7T5n1UNEqiH6SrBH5rLTAEbFr3147MPkKEQMvmr","direct","1326845927"
"Czm6AaWY4cUvYwGS7ZjUk4H6SATLsBFwWfWGBmBebbDP","direct","4"
"9k222LVKm7U9BmR52GnvMiQ9qQNNQfZeAs2jbFpa1uyJ","direct","85840005411"
"AfJR6sAGRdWqeJH3WGznpPDejgBXQfpBsGL7NDziMG9H","direct","110000000"
"5Dk7MdTyRmK6TRHbGCKmz4g3Srurm3Ex4Amhgh2Re2s8","direct","130033154"
"94BhPaqfCPC8MRVohVL3MSngNrVFAPXvsYYEBjYA3AGV","direct","400"
"F3yy3FVpwq9MV321AzALFcDWZp9XBBHbMas3t4AtEtCW","direct","58930590"
"Axk8QbJWmUWU1Xq48YGoK7uXCg4W1JfcV82p99yYPYaM","direct","85242464"
"GmRC6EhKtBEcKM1bjCBzamWDy3qmP5z2Kc9tYjQuc2Pn","direct","3100000000"
"AYhux5gJzCoeoc1PoJ1VxwPDe22RwcvpHviLDD1oCGvW","direct","57717566983"
"JXPRq59cN132h971Qrx5hRUBvU8t3ZeutnnX7ig5fEu","direct","3"
"5xZfvm5aNBLtpDzKMgGKf4YDfvwPvWqUQwgDvGPZ3MxY","direct","3"
