"wallet","balance"
"9jarmwnN1kRvmqGVbcBF8NL5xKGzRmw4SQwtzT3fRB12","8000047095.204886008120488918930215687635"
"FkmrxBXEgjw5EMu93Q7TaKHbE6HkgBumLG2qZvMYwnQm","206793340.0719507739726100209930754435911"
"HJgNUB6rYddxM9QamJkMYVz6K4QsfgKdATsiceRTkP55","343393885.7055110279622567242445324078542"
"FzgxKzP1h6nA1LVGdtn6AsE8oQAgVmzk4LurtAJK3WQh","175042515.0624409070071355039721398596311"
"BW3BdgruxRugebJzAd7zXKFdMQ3MnEeGtbkvgRzFBRqH","205525068.5323151771361386757652439605859"
"42bAH9PSwnXua8LmMP5nh9zHsgPnTHKdkzrveRs5JENw","370529433.7209934074683293845880913226783"
"JChrQ1tQ8Lj2kPatTDCYugud3GoD6ZLie9fiytcwszRR","2865767672.768139641296735141800441007338"
"9UFSwhPVQiaYP8ThkEottYHfuMydkbCMKu2XkstTi7jR","110013974.3481801218611664197233262665795"
"727x3tCF1HewGuZzdRkm6GpvwLN5XLAuaEg1xyHfii4k","15000103040.90036479193803551966544544145"
"BqeJYacNKBED6Rb9Be9EdyLy4aNBiLDdRBzsf8RLsqUB","15049257642.36140774824904691513185555817"
"69FjgDNbpBogicEyHRB1DZUwCQhZ5UQP3aU8Gw5pu16o","71575.22046830951055624470432221348308974"
"Ad4tp2nLCHpfKkPm8h7MFDrCfcyFRjjbxhys4S6KLEzM","2355990476.438294205853495733322638547576"
"67GQdMpRmQmyTqZoAa2ftPGomvFaW6TWtaKzqzZr1Fg3","2500418114.438457256848474735839327378846"
"AapCio8RVzCHsRVc71fYCLYnJ8jLvdzi8iUesaANDKVx","1000170066.056906546789497722386780345465"
"2yXEeTm4FNT6jfaYBMsqj1fqsWEmq1r97NhkrEKnWMG9","960004930.4214851207039282315577311073216"
"BYVjSrAdMMpq4u1wL122BrmQHp4oN7YHTjAUPZkb6Dtb","9807515185.113746400487673024936561337924"
"BmoTSWKCvfbkX4XtEJkLPyf8BtfiyuBLPNz92HYEcyCT","5500925739.169798098670642829740802506108"
"4hATAoKD9MRXdqAxBcLYzeMX4kc54aW41Z7AaoEsc3c4","2000070866.140412337791340480625919782724"
"7xBn8todTE5DKjJRAc4PDFt7LKP4671kp4ZDfSbuPjgY","2578444373.33139551186189162829593859074"
"6jeNzFGvGjEmvrVrjHwR93XvPTnSg8LKMuWtfngWFNkr","638744719.7315654006021664202877991895331"
"EJW5oNkVnX2AAfSfy8nYkcmHqqcXgde9x9MTHJzPtTMN","119318760.0102557144673780663076827567943"
"53CXmM79fCsCWqQE28XP2phq4iy4wHnyb7qc1ez49Zx3","14953229902.96732553374592041603513902076"
"6UAi3dY7whtxanqWsW7QuhyWjj5Gzh6FYQsmBUREPncv","5436096327.454030083280052859551028236358"
"CAWiqGCVmasUAVrXHj4updrmgWYyVXC4oPcu1j9Tf2GF","233743320910.4318159664773367311635730407"
"FMDwZKURfaWRmbX4CRyaR7uHFdT6PmZHjwm9VF1v9ZsS","2691402849.412083811563116092725047065612"
"3pBzZwRZn5HGmtukDrJA1aZhUM8dEVEQM4TQdDuRJtzE","357739542.0257826802123985983519245334798"
"CobApCb2LQscXVhrDLc8DacdkYgJhBtzACHcYbNwfBUV","7035672267.684560216031119508185836405113"
"123R5L7cG9EcshUW1vXQLnxcAvtSkfJbhm2UJXGvgEzc","5000853722.863768211860094382821609913792"
"EKp7rGdEwYS9pa2Z8EBjEBbutGgxnYAdmz4AM9WLQvJU","138785538.6905796400264448154876180254179"
"DXsnU5PhQ8se9Y8eSetzC796852yEoMoa3RqwozbkbBe","1426272424.077842739188353035582479401832"
"6Qp3LnneKH2Lz1vkQ8jxPpyFG7pXrXwGscADMof4RCsg","901198971.1260130464533433122627348962565"
"7iJeTUFj5BpT1uyFG2nYdBcqbiHQPjuHseEAnDDP5seQ","119083170.7866892089142009652378786252776"
"5PVxmCkxSjPRxCyK3nVHem9wnUo83MCQBUpsKF6Mwexy","1000170743.172514571125238909559828235275"
"5Gc3FUyNSXH6uTJmLse1pAtAaRMp2CFqdScxFiEjSKu6","50510009.87808224026482943034014744328661"
"5MSYdZaWJnAvRrVt1NqUzdR9ELQr6uxG1HHR3nTof4Y8","180030427.6787916482564422165384358826485"
"6akG8NzVCimMkchAJ6srTDo38aqh5H7ex9nELhUag1sD","8101325.188023418156784509352837059998112"
"7dWwbj7efvMMFRKHVZ14Ps3kJwAsGgLMgtaGc9RcbAPA","493629955.4141893645655075675961358663783"
"7155X9ucVE6rTWtx816NjHHEhGQUSvdQe8cAMuMfZjp9","9837486480.293414750786309300962955125052"
"EecGGACx9fqMhSpZ3yr4kvf2EKPzQ98bQLbWDT3FJUBQ","41719000.93619928134038247760482709635698"
"6XMrjzcEN133nZLQx1b1FoRjNbqCE2r3ZSZDzXRsKUrn","5088244895.68484292656404890483051415895"
"9WH6oYu9AY3JwAmGWbq6jSpQ7Uy5a5CJqqRA9rd15tUh","250064243.9738866347233088690760142832299"
"5P7H8Q7qpjqgTV8ceHEHsKHG4AepSB43iL1RDcNEQVJ7","63000820442.3708658157119226087350828207"
"uEauekmYhR5dhngYHfh3cKEDw9B5wrmamwpSaVB86EM","453112381.6048766543147858556972648915448"
"HKfYK3SmB5pX6obBZnTCspbKB3EYxfs1Cse1Qkp7uvcC","1001732433.809359165527524641449234882085"
"GZPR6mod1ucHQt2TxGjgwQR527xZ4x1NBV5aNyZ7dFNs","5968173668.22179353037270732024902029696"
"GuyyUGMJ1YM57m9t8Nf9EMBRTJa7fkAhyjraf5pwFKzn","3345308759.704991770237706979391115946874"
"9NfYyVRcbpQW796wrn8Uk8dCaiYx61zgwmcNYVZu1HsT","2003058861.298814970969716494913918440516"
"2wP7T8c7PZ22Dh1QNAAzsuGqJM6FC78UKKSe5VzpfCPF","1007599236.483900903511263874612432961697"
"9VTG8yZmksopGqnyrXUcXA3wZN4HCHhx8oYsnDPqRJNh","1196312970.715898269082176678239972106515"
"Ds7NjfNZh877edTwCnPzThhSq3va3xbdZZNV2xzzSWVH","19773193769.4168599005041386141780813645"
"6MiCvhpjPwSBTe9y6y5Fo8HaF4QwjdiGF4L3tfhh1HDC","2184367698.248118042749591169214917580352"
"9PfvqhEDBz5YLei2vW18EUNb4PXhXKJWxQAM3Ltn6F8b","219006781503.3374369843990078287825286574"
"GUEU3uk65JBQSECRpjnSm1PtTqoYeP3WkAhGyp2Ng3F5","6186040770.98391803877877303995418710678"
"A6HQGi4rW5Fs68aiq1sXqRpRqmBwtf2dhe3EjUfQBrqu","1160052969.827643109056757260048955709838"
"F1i2Z8xtbFLjC8KayZTV14XDmQdhKjKPXbHHF1Zfn2hZ","1004736419.697955436933123847055829791419"
"2PQoCbcqtTCRvs6JYFirh7mhRNxWzdEFJq3r6jpeakdT","994337200.1765980048708016531359721464569"
