"wallet","source","balance"
"DGkeFV1ruRNYoBiXQRfdsAw24jMDgFkQXzdEL58S2tpm","saber","0"
"5WENTPnK4C8oq5wzNGryKCacDRNQQ4KD4bsarWM1hH7K","saber,quarry","0"
"F21nsuNL3wrgtMTd5XpyWLSrx8wt8o6XJknSacLz59dn","saber","0"
"GodXVwR1m9CnYtq895brfAPPZRMmAFgeW7tQgk3drocv","saber","76405124"
"E28vfcXPjjbGGmaQgLy5U8oYsQEscYi9byGaDd2F8eCR","saber","0"
"H59QnxbQrhRsLzaw3krhQHrAjKVcKAQTKSYtJ13SaAvA","saber,quarry","7642789"
"77mNUaffvktFjyRxx7dE1R27eBXNdF36NGTDvuXqh359","saber,quarry","8756674178"
"EjtjidCfuzrfdXcY38DrxfBv9v2pFg733LpLvZ7nsdHV","saber,quarry","190898458420"
"BoJUciXznaWpUyC9Xe12bVbMBm6YV6cnsxpwV17C79A9","saber,quarry","18945890083"
"AraUNkQj8yrtgZY9szab9JeauAUaHkozRWqB9ErCUJdo","saber,quarry","0"
"7bGczqMGZAJv2CLeyoYkPXE2AbZp4BR8YQZfudXfkNJe","saber","205728435"
"AGJrH4QGnM1nmFtQGfJtTBZMCdTxJB76oEJYXo8wiYNd","saber,quarry","0"
"EejmB1svFdSFZZjtxLKFyEyB8ih2yiECMTXo447YaPrM","saber,quarry","0"
"GmRC6EhKtBEcKM1bjCBzamWDy3qmP5z2Kc9tYjQuc2Pn","saber","0"
"AShfT6Yf6VkGWX4qDfkaLUhmqZ5viHZ9iQMeoaBWcVsP","saber,quarry","0"
"EU4TXrmUiEaaF5M2JxzVunZV1UZcKircdunLxHsvRGGJ","saber,quarry","762782310"
"F4VFp4tFTyrQWo9YVjCbPE5eQP27ice2zyGDp2tN2Rkm","saber","0"
"52nXPug894m2Ef1XDxG4DGTma2GmL2KoWuWuv6bMfa78","saber,quarry","0"
"5KPUKnN7JTUcgyN2h6pNSbxEHFQcPGNm6erxT95yVFph","saber,quarry","0"
"ApgNMkTuZ23ySKK33xxdN6kLqjRw3B4mcGRbA5yVHLEa","saber","0"
"12rcNVdMn6C5La4skJBHdHydBVKi6tHjB8FA9nRGzUH7","direct","326622363"
"GaA9EjLxp1CxUS6T6hPAuNDkKekHs9TjS2vpjXeiF5Eq","direct","308187529"
"99tXir6Vkn55Q9mtDZhN4s6L1rKq7JWZJBYEEezGCmG2","direct","213277476"
"CRrqCCYrzQzZezvkRC25BZpFNNUp5S7ixLRA4oL6aMqV","direct","158245909"
"FFefJwa4cLoJMzf4z9cyD5TeWCPTwpBoK7yNQvas4ZrC","direct","149145088"
"47bTufYnqW9f32tREVQEGrsLAoVApFgBHVSYjVko4egK","direct","141284376"
"3hGAXBUcbShF7uKbBeKMTCSekcMF7FHYeEQgWSChDbBt","direct","99415332"
"8P9TgL6e3rNyGvfxEsvvG7VZem2x7ZbaXqLwp18wVxF1","direct","119036069"
"A1kXDkpfxpc3vjfkhYp5BAgV3rFUrfaxVBiQS2oqaDDy","direct","109373064"
"8Fy7yHo7Sn7anUtG7VANLEDxCWbLjku1oBVa4VouEVVP","direct","1004243594"
"4CJhChCFAnLabHKMCYE2ovRAxgh42yEypFNBHqBEpjNq","direct","120498069"
"BG8kevPVU5DjWdMKtxNF1cWSD19VzczP9P7BGiGEbbQQ","direct","109373063"
"6EHmMMNjjyZDmvr6Y1LAf4kbrhsQ8Ks4t2sjkj9EWgj","direct","119298398"
"9jW6WhMia12kNX5Xfv8ygi7FiyszKATsH9TtneNMXqis","direct","298290176"
"C16vivwFA6cRyJ6MQ3pA5yFzo8nVsgXCLCjCz9Ts6cBQ","direct","109356865"
"4VV9hEQdFXCcq9RXCQxh4ttaf98g7fT2yqEP8E49o9Vs","direct","129239931"
"kYDwKYoUko4SgLzWfvmUJWe4sxYrFEnAGsPZPXYckVn","direct","119005383"
"GUJrniaVrSKxyoWJdjPZStQTB2rkT3omQFoatFDQ6Emu","direct","110173920"
"7bbEdCBjEW8WDfmgqEFiZMFnnRsGNmsymdmZ6QTCj66d","direct","113350267"
"4NtT6TcGFYZAf9bDXNKHwBmZk3LuhgTeDr7UV22BLx9t","direct","109373064"
"KonZo4vDVmQrukxEJ45cASukBmoqPpLPqyjwy4sFqtY","direct","109356865"
"DTHY9HL3HKmJXM412U1aAaxc9Vr3MVAGukw4udK5xsJm","direct","109356865"
