"wallet","source","balance"
"EU4TXrmUiEaaF5M2JxzVunZV1UZcKircdunLxHsvRGGJ","saber,quarry","796096337"
"GmRC6EhKtBEcKM1bjCBzamWDy3qmP5z2Kc9tYjQuc2Pn","saber","0"
"DGkeFV1ruRNYoBiXQRfdsAw24jMDgFkQXzdEL58S2tpm","saber","0"
"AShfT6Yf6VkGWX4qDfkaLUhmqZ5viHZ9iQMeoaBWcVsP","saber,quarry","0"
"GodXVwR1m9CnYtq895brfAPPZRMmAFgeW7tQgk3drocv","saber","79742069"
"AGJrH4QGnM1nmFtQGfJtTBZMCdTxJB76oEJYXo8wiYNd","saber,quarry","0"
"F4VFp4tFTyrQWo9YVjCbPE5eQP27ice2zyGDp2tN2Rkm","saber","5982107"
"7bGczqMGZAJv2CLeyoYkPXE2AbZp4BR8YQZfudXfkNJe","saber","214713492"
"EejmB1svFdSFZZjtxLKFyEyB8ih2yiECMTXo447YaPrM","saber,quarry","0"
"5WENTPnK4C8oq5wzNGryKCacDRNQQ4KD4bsarWM1hH7K","saber,quarry","0"
"H59QnxbQrhRsLzaw3krhQHrAjKVcKAQTKSYtJ13SaAvA","saber,quarry","1994475"
"BLG3hknvLCBeGLfmQSpjgUBg41Nc29Whq8ietTNgwXq6","direct","104386098"
"DwGSw7J7vWAb6o9effgqUcwW4HVmddwBuNyLoZJBk3MT","direct","99415332"
"CPxvzBZJaY6LPKbPdA2YoVQeiKiCYFCBRh4pQmxqJyQi","direct","104401561"
"BQ3oqmUVNFAbBk3dy1RxUWwLYW8JwvMMmQDKnruWsc56","direct","12925024039"
"CJUamXtcj1RXvU9hcSdDo6ZMJzKvMREL4JJaJfA6BnCi","direct","109356865"
"3wVe7scYTjrcazsGVDxgpjvJSUJnL97RvnP13EcUE2rT","direct","109373064"
"XgcxN6MGsGzpCMoP79WBS3p5uZ7r2rhKVLhq1Vcik7E","direct","160103219"
"2uSLcFSDWHQn5EqZjTjzbWGnqVsmWapRiMrTyw2gF9Mu","direct","549369757"
"6qYkHL23QFK2paKCBoxxS3ZBryqpnKhRTMGDFdCMWg3R","direct","198860117"
"FjMCTERHKzXG9QjpWPFVxCsJW4W2zCgrEYGhe8XZrxz4","direct","119339493"
"H4koge7cvTuf4GYEefsrerTHUiGVnStiRE27Cd9gnuf7","direct","109373064"
"6uFi2PmECkmJgHuxDLCqAA93Ls9KjzArHiiZUu6n9YD4","direct","100248169"
"GSh4bxBwZkumJZvShkWkCmrhGQMpgzyCeGePU9ApuzaE","direct","994153320"
"zXwBHJYJbz5Me9LD1HpmKbecXbUoQy5575HSyNfNDos","direct","149122998"
"46Bt4pQ3fMBTRuAyyVLdghaH9UCweU1hB4mtwLDvL2BB","direct","101478870"
"3BCJXuiwXrNPanDRrTEuoPDiuAkTvQz6uq9K9Y5jyZZQ","direct","109373064"
"8xxNxyrfYiKZiuquzXN5yUUT7EZG31AB2hH44b5GH1kc","direct","109373064"
"D1bzpYPn9wmYUFV3BiZPh7EMruGi5hiuWuTGtEuZMmsN","direct","589499034"
"5D4JBDvnC2cTDpsUt8mWUKcqtZ7sY967eCzWGMVXcM9F","direct","1004243594"
"8vtKxvdQXyhVVmp9iHMr2PcLp4t2Wv47uhwaKC2w9TGU","direct","109419618"
"4gw19W7RMkJjJFMYpXMLJSdVFGFEqWKMhgcnpkxJbp23","direct","119316070"
"DmGZSnskgGuZFsauu1yMnjCckLAEPKoPJFvi6DP2cmti","direct","109356865"
"ALqggssKeEge4Kj66NUgrcFK7EH7psbTti5TBtT1d69b","direct","198830664"
"DzUM8CqFszLhU9bHDB6faCu8gJuFnnYizfAVMTKQrbhJ","direct","149122998"
"5egvS5ryTo4KN5cb4Qa73zbdFKvPtpxbwyYgpdYb91sP","direct","198830664"
"ASeyvT46jWjmDYrZnEYbDTsxBuwnAnEMq9azJmU3ADGt","direct","104386098"
"8QGitTRn4LYu2AVvgdi6JHcVEvTPymYpBr5oWSJwW3CS","direct","119071607"
"G9GmkKh6eb6eWhHKZ4ugnEMmJSZ9GYSbD4xLuUSbX1G1","direct","1000266392"
"BN33Ex5JiqEH1GL9Na5YTmWKTYqbz81w9phSr8jX4Rxy","direct","119069487"
"Bt5XHaEb7aCRYi8i6gSnMUyUHbX6oi7T8TsoVkDXGToV","direct","109373064"
"3Qu7nbTphGCjUCrpQYx44dfLX5yADNqQATWeJdaTiPyC","direct","101403638"
"2MaLJddtYg5UM8Dqrsaz3rf348C5ijYp3K8enDfc1Ji8","direct","103391945"
"APS7ZWNbsgbej144AhKBuTfP6gxyNsovRfBnE7Vb8YSW","direct","102397791"
"2hypZRvybanEPjyrE726yE573f5m2EGU3Wd8cET59KpV","direct","109407520"
"B9rxr2XdXoAYJWrdvpdoDr9xUhJ2yaewDTPm2CjKgPjq","direct","122280858"
"7GLCViEn8H9N4eAZJiXXbYAusKa1WLVazDYZn8u4Gw6r","direct","198860117"
"5guQFMJVvABaC9nAPyQboBXcnHwAtdDaH1y7cBeaHGWE","direct","1724365791"
"8S8kfQrqyAMqJkB9ZcJKbHgHwFBYMhfCu35n3wvF9vZh","direct","994300588"
"ERZMKZLueSkerYMWHowpJR3dZx2F3YChpo985t73ghxZ","direct","119298398"
"666666VAQM3WHxpZyiV3cm1WGp425gTad7ba5dRJUDEg","direct","1491303614"
"GfaA4Qo6WUBk6YJgZWEDgqfe5VNsvPYmkY6fchWbZSaL","direct","100111239"
"2XEvHSiaK7jswgpRKmpuAHghXYe5QHAPm3KvwsDvfxfk","direct","99415332"
"699zhW5xHE3hBgFvBdk3KkdZta6JywpUcpFT4HesKwJB","direct","198860117"
"GDLzrf7hTa5MSgJYRCAVR6rzhWJUthDqjSNqvcNgLHqp","direct","208803123"
"73Xdxr38MNy4U4Je1JyAcqW8nWaiATJB8Tvkp2JSog5q","direct","1007238953"
"HqSnqhJdr2oXrpRUUxsXHJSQSzWkgFYPtBAvKSgq2FHz","direct","1988306640"
"A9iVEPjkcujkEvrub6Mohk94JPi8RPnRNc2UxLicUNVL","direct","1093730648"
"H7D2MycAQwqUrNWKtZkqSkKShQDaHuRGnQpSKPdoYHn3","direct","99415332"
"AZb3L1FCS1izT8pd9GQwsqJb5UvMJU9o8zUjncsbtLtK","direct","104386098"
"6XaUJGBCjWwEjVTUryP5MCPJmoXcfK9sr3ZExwfrEKg2","direct","111091896"
"HeKscByPYF9ScqJVVJqymPY4hgHiyPp1VxuiYABvEBrV","direct","1093730647"
"9efLTtHgtS55ehTzC6vkEYxYGQXJYK23T7QTb8VFcVfu","direct","188889130"
"G6YjfD15ZWWByEE6xAd47QHx9iLmNr1p5cG1eusk3Hj","direct","110351018"
"H1ETDJpFiGpq45n1Ea1dVPYz8SeegmsB7wLdGz3pXyNv","direct","100409485"
"2DnFVaZhPiJYXz9B2YY1zD5ZYV4h3Bj9hhh3bJQ9HBxc","direct","109356865"
"7TrPyhhY2oj2Eja7EJCVSLaJuW4CHj2AarGuPYNAr5hQ","direct","119069404"
"AycB6jwnyu5fjBnpgbkhjRZKyaKeELXivQQh53cNzLuX","direct","99415332"
"BLgzT4YgTu8KZh8TL4sus8v41p8ERrzqgL3kZjVaBHKM","direct","109393868"
"CgUxUSei8fBDKhLPBW78SvKvVFX8YMrUKxGHLfRtcFZT","direct","209915036"
"AumrH8CKDPJ1rNzY2ySufwmvDGmhmtJuPFFRvgS5DJ8r","direct","1010119194"
"HkQFvcgiH4YzhtUHTGdTKaYWNMYPyJQiZZzxwpCFDNGx","direct","994300588"
"CfZgT6kx546coyD4MVBRTujumWDG6wfQGw2SB55SLFH7","direct","298390819"
"AKez48wiwKu6NWya6kKpqgRNc8BpuANnmCTAt26aGa35","direct","1004243594"
"8519spCHm2zFMTs4JqP7euQJ7DfJaNANgswEVcuFLE7y","direct","109273952"
"AhHXZgXo6SjKwabgNKpgWrAXkFV4j1V9si2jdmeA1psk","direct","10066429912"
"C2wTqs84zkVAaUdVWfgFhrKnTyq6AAGDCpAfVE9JWJB7","direct","109413427"
"3oz72yF5h4cxuKB3wRZ7LSbFh5ikq1Q7cafHqrMxXZ6c","direct","149123129"
"BfjpHb9AyCMJ5kp6b44RXNKSTupP9FXcGhSeQLmJhwaD","direct","2982901765"
"4kz9VsRSB4EdmoRdvdmpwjaesFcaNjt4rV5ByZT7Q2d7","direct","105613837"
"47pPZVNvUvQ5m6WZjzYpcd5fXmtuDukxAYExbCv99S7b","direct","498861014"
"5xThHYKkE4QF6ipJm1huDEGzzK7mg11D29qCvUZRMMpK","direct","131837199"
"65kvkymwbT8L9pxxAJaTqyNEW9m2Sa4ww5dSVHmtyBwN","direct","110351018"
"7Rhb3UUauoPosrxw21iimTMCf5UMHvWxEVRcyKsG1ujm","direct","119033734"
"FoDtMvnq7Atq7kkQh298RBFD4EXgwXJW5oR1FciVcjBK","direct","109356865"
"2LN9yYgrGzBK8xXqkURKYBL58ezgVv87fA8FHz7Y2uNd","direct","994153320"
"EmJztVgP2ZxxVYAwGYPqjBujTioUdpC2fUjRagjZ1ZCv","direct","100409485"
"35fX59rVaxNRv6oj475gKeHhL7qFqRetF1VN1K3TtZTh","direct","30940854571"
"Dfc8UPuSpYtPaMLc7UjcUdMXkfW3X1yojDLzp26WVzWH","direct","1988306640"
"7okYpGVEjif1AsrSgc43iFkZ7hTUTEuQJA9YLCqYtH4k","direct","149122998"
"D1SHadj4cBdrBTexkr4znq61fyqgwXAZzoEY72BTDV9s","direct","447435264"
"EoFrJxwv2iwEwMuSHHG7euscaFoEkNbn9ezxNAoNn2Eh","direct","109356865"
"F8YbyY3LypQGndUWUWkziZfLYqrYkw7aNAct2DVAYgM4","direct","119298398"
"4fSB53jCZeM5ku2UNDM7ekyeJ5TrFNmyjhmDyemjZ9c4","direct","10994413665"
"6fevqx3pzSgwvYquHRBywkH2Sg6NTnZW6tt6CoaCBd9N","direct","109373064"
"HfAydvgGZMXUjSBme5WDJM7trsWGk9NdaXiQ3Zn6nDqW","direct","119072730"
"GKBX6eRbKFc2qgu9vnEydbj348SxArKXxK6BsMmf4fk7","direct","596506718"
"F2gXtQJqgqFSK24YZFBKmDDCju4ptLPEvW5AAjXcyjet","direct","109373064"
"7itAKuuuWZhpqqYrRcw3osbksB5Ww8vCp3feFWFFHYCJ","direct","994300588"
"8bKLUUC3Q877jUSU5g4aQfRHcDiKDSEf5ubgJqiq3kAg","direct","109373064"
"C58u7LpvcacFTojYeyjbLyncpbTTybAkSGGw54QWirLQ","direct","100325500"
"BRZA8KNp1FpB7kK4vDUatw3fzA54JAfeQF9ggQt2vWMv","direct","119316070"
"BMG8tVq2ZgDSwtLb42pQe1KuAHgyxTSphC9BsQXSje9H","direct","104401561"
"FDJT2n4m69HcXXcFZ8ZVa1AMNpsQCq5QjUJDw49Bx4Ch","direct","198830664"
"J2fissMVRXCDpFUxM3cz6YM149qDhPMuhgmQwcafihjG","direct","198860117"
"3PmTqrHFEvqMgYUrXa7Hd8jbjx6J6qyynWkAxRXZZidy","direct","109356865"
