"wallet","balance"
"HNQ64sLzrFLQuCYpXpzYxfYLTZitBd3jvhNbp65RTTQq","270748100"
"CJ3ccA1HEm9ijToZE8uAuovL9X5ohi1yAz9ETasbsX1M","1353561278"
"2n1CwqJbmmtgcoGiLkuA3GExyzLNwj3eBMZMR7fu5qxj","6819090909"
"5phNdpnu4yq1L2NWVZ3KW4xefzBJK3D4SsKGhik4ZzvY","502655944"
"HFUex3SnvL8QvXFZq2tkxm529xxofNzgAiPvaXx1zCNS","6757711170"
"HquWCjF7kXj5SDMd2ysFep9oo7FbnEd9XkECHgRMyPL9","659710468"
"CySWqqZDsgsYKWxQc9ZwSqSFoomsrmGKTSzruqY173dc","4072840"
"CMfiGhEddvpecn1yhXGNSd6Buj2A8KL8gcxdBmqg2S4","241605730"
"8526uPCepabV5ZkZKBFrw3AAHJ3RHZ9bUpM6bGjHPNoq","1027560900"
"FooNoEg8xmEXnUwwwtDXZgWouDRFJiCggD8Dc4TFQsph","13686066287"
"FH9EgUg56hqgW9FPbD36h4pdcUZ7J1yuDERi8qQ6kc94","1137326329"
"5tYPPwpDPdUQRMLpoeLreiTqKXcmKKtUGaH9zQ7iYXae","629485304"
"2FBag9oMzGE1CfWvhxkmxkyXpwmz2JN2SUnCiM6FjRDE","368782007"
"EuqeUDmw97MnHe7mqA3ZEAsjrUZ84dBKSLKM79B2rn5t","1673932120"
"8nNikttkGXWn1LeTBNkb89HLRzEadxd8CqE3HZo6NuBK","1788430282"
"F4VFp4tFTyrQWo9YVjCbPE5eQP27ice2zyGDp2tN2Rkm","202314780"
"jCGLthxy4aHPSJnghhLD3kzYuWeD596ttSbkPifN8Po","126381585"
"HinXE3byJakHXJw6cmDFEq2R2oW1KJ1DJ8EGnrXgwH2T","1878588186"
"B5UCSGTnb7jxGg5SQoSikDCAQDivwPnThXkEooBHa5gZ","170861328"
"5kH8xMEV9tFY8xUS13NWjeB6rVb7a5jU6sannHj5EQtg","340756987"
"3b8BkBbVzo2mem31HR43JMZiUrLQXd5kY4LAcVuHNZEB","1144492562"
"FgiFaUombQXhCr6qVS7oHQ83J2JBDix3U3TL8kpNWFZu","36033783"
"GV9NvqGffRLGr2dQYUzNPxkmCUZWNyW8faRBeEkHDK6W","5054191162"
"2PCBQa7K2Lb1zKZPiFXam6V6Kag75d9Kx8YW6EyqfrMa","113578"
