"wallet","source","balance"
"H59QnxbQrhRsLzaw3krhQHrAjKVcKAQTKSYtJ13SaAvA","saber,quarry","2304058"
"F4VFp4tFTyrQWo9YVjCbPE5eQP27ice2zyGDp2tN2Rkm","saber","6910651"
"5WENTPnK4C8oq5wzNGryKCacDRNQQ4KD4bsarWM1hH7K","saber,quarry","0"
"GodXVwR1m9CnYtq895brfAPPZRMmAFgeW7tQgk3drocv","saber","92119640"
"DGkeFV1ruRNYoBiXQRfdsAw24jMDgFkQXzdEL58S2tpm","saber","2211158183"
"AYhux5gJzCoeoc1PoJ1VxwPDe22RwcvpHviLDD1oCGvW","direct","59819174904"
"9iZTmiUNudExXbihJ5c7F6WhEhnUYDygQEYqW5ER3PtV","direct","12009781395"
"Bkmicwj2yeb8r441rAwfWHWono2Gc3PPPuHyHHooiMKH","direct","45000000"
"4ETGtMACUnh1LNbGLzXZSqecsPH3PqgnoWCgQByAaWyM","direct","82458453"
"Gr7HFT6uRdRhZzzxFJC3jxvAg1uwgACK1juwsAxFvGne","direct","10000000"
"GDtnuCR5oEWeW8yxYxp8vjDHimbBgLXxjBBCwkA6n4D6","direct,quarry","80000000"
"DGkeFV1ruRNYoBiXQRfdsAw24jMDgFkQXzdEL58S2tpm","direct","36450119"
"Bon6o2rLXtGeoxWJ2DgL2dFW4ZQB8QHQQY4xwFvGtfqF","direct,quarry","100000000"
"F21nsuNL3wrgtMTd5XpyWLSrx8wt8o6XJknSacLz59dn","direct","398658588"
"9h2j8jVo5Ph7HkvedjisKcxG8KvZifkB84ozg61w4UJt","direct,quarry","1000000000"
"HZ61d7T5n1UNEqiH6SrBH5rLTAEbFr3147MPkKEQMvmr","direct","1326845927"
"EJq5rzD8rw5woBQ7zMAyw4D9ncidXdyHbj23B8dvpJ4T","direct","270987997"
"EXdZNfWheWzNZrg53atXSaWqLNtMssdUzB6kNzHxn9Mf","direct","309905592"
"6XJxzEACf9koTM9TdBSYuPXw7v5Z2xQnRJEwK7bLNnEZ","direct","1000000"
"FLru4AKdM23UxijqKoQW5BuMLzj7RgTKpo1Y4sPwmiGf","direct","96"
"AR7hTDv52hmEJzyyCGNTzcyDAyhLfok9awBNSRviNgec","direct","1000000000"
"GmRC6EhKtBEcKM1bjCBzamWDy3qmP5z2Kc9tYjQuc2Pn","direct","3100000000"
"GpHEwVB1Va5juaE4oLBbYAhwwfwMc3GB4QLFDkmMFoWX","direct","50000000"
"F3yy3FVpwq9MV321AzALFcDWZp9XBBHbMas3t4AtEtCW","direct","34567381"
"GRwm4EXMyVwtftQeTft7DZT3HBRxx439PrKq4oM6BwoZ","direct","47975025"
"5L7DeP9WwYGK6uyBoNuRk1as8o1JvynYARMHoG9asDWW","direct","11581415"
"BV19XPRjVtN5GNNW33PesrnYA69pSYtd1CPo9krie21r","direct","1000"
"5Dk7MdTyRmK6TRHbGCKmz4g3Srurm3Ex4Amhgh2Re2s8","direct","130033154"
"F4VFp4tFTyrQWo9YVjCbPE5eQP27ice2zyGDp2tN2Rkm","direct","19991564"
"FUaiBxaMJHwTVUCxbBSTYLaqPpvxDtjNM4mpGBN7jNA2","direct","380802"
"Fx3ZpJycgkohbSFBaFAZcejoup3TvN1pzwGVte8Aqz3A","direct","19782265"
"54kMfGrKUPUxCMXXr16S1AX9vgqpua9aNbMvMGr55JF8","direct,quarry","10000000"
"2vnp5VCJaMwT4DZmWFdBvnhn8upkiicLf8brAkt6tTPU","direct","9560003"
"9k222LVKm7U9BmR52GnvMiQ9qQNNQfZeAs2jbFpa1uyJ","direct","85840005411"
"HvohTFPfzwjG8TmjRTVeWDCL76EELFdpGnbxrBqdp5z5","direct","63849725"
"J1WAVacrR3rbVLoPnMVP2UGDcxSYRRZQJ1qQGngq91FG","direct","1008652535"
