"wallet","balance"
"FN6UXBxGsGQMHtx4hyB4gTx1nTxHntUM9xdyMEuuX2oa","13189707047"
"2NJM5ec8De4WDsiiDSKbxHfV6M45CLiRrvNfyh4Ec8sA","224625843"
"FQzZkzZvz9nTfdPNRTTcYKRbB1ziAFFdF2fQDueLuJQV","53041803175"
"4qgwNbU8xK5APASwDEP92ijbsnffs6foSkCuRvGc1gUX","166738233769"
"CP1XosXmUi3ZwngMkqNQ77PNH8hc4KaefLjQoFLWRVEd","205414631633"
"DddLmKCaVhAiiJQUhSZqP9RJfLVqggprnzAmeVFGBJ76","142971410378"
"AyxGu2NvwYLPMVbzESuZ9oikJeJ1DgHkQrHEPspfUySm","42426"
"8paemrSm2FSs8DpeY8Dxff3xSDMcSaUd5za4cSw8pn29","1399324196"
"8UJCADDUyrCamQbRUeJynEowPGvzDMZESrUqVLv8ibQQ","66068840266"
"FydnpdRPUMWWqo17sxrYmkyQ6QYDJX5QaJEwFJYX2tAK","110779556062"
"Gjm4gNdi3M7vaNCgaj6SFZF3WUEUavyqMDYSDi4Qi93g","3281883662"
"7TcL88bX5BnkS31rw2WXvjqKtmMsyixaFyzofJFQvGZ","500000001"
"CaNxXJF6HvijgwG7rE6rCg32mD9m8bmuk1vwNYJCPBAq","37216998"
"FMqgejiEvqAaa9TAzMX3eP9mCMH9yvFjbJFiEER4UaAq","334210722013"
"3DeryFsaz2jCjrr3nLk5UGSJZCc3TXtxPXVMh6uP2mfQ","1897120243"
"41yL6zYzrcrhmo2VsRd52FiroJJbVhNgK8Xph3o5BPnx","1948498187"
"8AThr4fWUn4jALMtCvZrMR8RXZxR6nfnjeEK7w5gebR7","650813409"
"9nnLbotNTcUhvbrsA6Mdkx45Sm82G35zo28AqUvjExn8","31097830"
"DSN3j1ykL3obAVNv7ZX49VsFCPe4LqzxHnmtLiPwY6xg","124470643"
"FB7q9gzPNoqwuXqQMhovm6mn28ZL9vsMRnrFUA8B8fLY","217870715"
"2vgj4W4cMZGfxqVWhyNd32QFPtPsTfTh95phYJLxPpLr","2792077918"
"7Bo8kgdEMPbocW4TndCQGkm6N3qRwvCicjDbgnn3SLBp","1945938489"
"FECf9hvmWfQekVupVC9MXHHvV4XW4mFAyvaTRLc39YJA","9587384"
"6B3PLnyLeqsmpwYv8Sdh9Nnw5no9f9qDX8dnTkdLAjdy","93063892"
"CswV8CXtKyoFRRGwGhthnLV5fFu5oYCevakFEycstsSu","54145473964"
"BHTsvjGEGe5jk5wUWijczq2EenKURMbwMpo8VELrroFU","10000465539"
"45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp","10049203"
"Cdx4Yt2TED94J9fPbDqmJCwvmguzekkFhq35AauCpT4R","10133"
"9UFSwhPVQiaYP8ThkEottYHfuMydkbCMKu2XkstTi7jR","402999243"
"45At1Pon9tLWMx5Z8mr2vnPDQbDKN31Lgn4jgqD5wzHM","777338973"
"AqkqGWn5D44UCbjpEH9NDg9d3NZ4eibM5NJtrWy2pF2w","139603895"
"8dZvReDxXBZK7z5Vpnr2nHBtEnE6h8kvmahgonwXRaSA","12273045339"
"5T5j8gT9CFbi5m4konAbV6pLfEbFeZZkhw12KpLyE445","4849386012"
"AQ1eQzTZgtmArsZN7UDpepVfb2SMKsgqpZJaZs2b6e5r","56750"
"AXgXdpuAtnn3Ah82h68P2f1aRfA8TfGD8Nk8rzd6Wvzd","92764880940"
"6rC3riahuWVif6UymypknrxqEx2Tsu8yZiGNuiX2qWWg","463"
"3CgvbiM3op4vjrrjH2zcrQUwsqh5veNVRjFCB9N6sRoD","38658634"
"2vnp5VCJaMwT4DZmWFdBvnhn8upkiicLf8brAkt6tTPU","33712179927"
"J7kBmEFzmnBC5T8iMmmtMCHFXUfWNwchvDDLo1NP858J","72428285"
"81wTzV2ToPrfiPNg46oGGV8AiifbJzcxyjksKQ3SFaqo","681005"
"CaJNtbo6hyyYm814vvKNQtTGFJcgihL8hVji2Hj3MSYy","3656219469"
"8UgoPZAR8ZLoEmV6pJ8SZ6JKESP2X8nbnrZSdSgNtg1y","85328933"
