"wallet","balance"
"CXa6ZnGAwaS6Chc9WHy2Vs5jhR6vbrMfMbMv1unktfeA","7870754163.765505348079548900019814303476"
"GqFFnwbbF85KT5LTHa9zChy1MDsGSTTmkfhPcqGrjjvp","787547893.2216577543245968210735947647468"
"HTNk1cvdYwmhAZ9fxbKXJkKi6myEyEMnfbA8R1YjAyHy","2792500.016902639075303304051729063249205"
"7WCXpLjnrv1cj7rw8k7gEYyMDL14oWnXQWiEYkMG7r9m","95777839.08801992452418238440845299835723"
"4ko9XSd2srEx1cZhTxmH82K54VzdzASC9a6eCNevggLj","133311936546.2969118489503604030676260402"
"HbETuo1m1795WtUyxa8B9W5jGmMRetA5Ev1BEeERLVpi","2004285248.646728772548087402342173006104"
"3dhGuZHC69JpqVWsQDvKamA7t2W5fVvAWRBPY4niqj79","150005796.1028361884625581050651991012852"
"At4JZRPHYU23Yf3NX4Eo9A4JBYsi5jKdRHJE44bTgFzc","2003083643.737061931048439506538975148146"
"2YkTbk9ceqeQeNLhudstKLTkCYoMGuPDbXpkoLde3KRs","78116501471.93336601173713442927855171197"
"2abae18bTMZEaQXsdapKRt5C2W9qUwATDcxKfQ1X3JNn","1251210223.217461014732710637590156251684"
"5jadRoFEPZdESahKtGwwSVPNKdWUJ4eHJyTweoZHpRko","577122846.4009941127841640243421937499084"
"EdGhBvYKTWpa7g5BzYmnaovES5Mbj3Rgs2cAY2uAmBEQ","2143350725.64851032861897900598651866487"
"9AygFkr6B6ULfKYVAou5ZC3AkoW9U75fX31NQF4VDHqr","7344677923.181994771905241809374170218141"
"HJgNUB6rYddxM9QamJkMYVz6K4QsfgKdATsiceRTkP55","343348660.0491377869341589964464987794711"
"DKbXCFu5ctgdPMv3scKkza8oUSiruHydSVwY8jN93J5T","9781231690.23595717016543539587480977865"
"DBn8w7CLU5m3Ui8kwbA9dyS7rW3vfQFMqp3DYDXLnEUF","129218811.5960671937280046326142274222381"
"Fri3G2SQTjnyK7T4d9fipUJwNVGMBxbhNwBgy3iDacfG","89478388.16263977948849578127903022988938"
"3u7YmC6dSpqr5TKPnLWeG5Yyxx69qLwSnd4eXkgwAWcM","1001878307.504653296969302118515810673966"
"BPt7fVVqnm1KnRXAxLsfNUcHNEGBtdnR4JZ6ywNMpisL","13481671931.37778294753876138330516977933"
"HXVh1wHCnUkFKSXLGRf6ouutWt3Qubkwit4Kr5enkr1p","30001053132.42564394737934388003551547812"
