"wallet","balance"
"6FUcDXRS3gQhLGxFDNwbXuKkAh2DqQyvBLGyPaFMAL7N","857066295"
"EwvW1wa5nrM2cCHoipZeZHsMZgM4GPAtxSfdpQ15xdSF","49215664490"
"3xPaPA7M5Lb4r7VHznnRMSDQqyibZWenf9Ujo2ZoMaVG","4375492343"
"Doa4uQqpWuWgWmha2C6rgdJML3iFbALcGnDd3LweRTZV","847577506"
"EGqd9xryXUJA1a9swJpdS8PtWMzMUA51XwFYSSE57GFS","10407321"
"DddLmKCaVhAiiJQUhSZqP9RJfLVqggprnzAmeVFGBJ76","4551976479"
"GxWZhbhupvGYcS8PYAUXrDVZAZSyUCsizxbg4JVJJuTv","2247468548"
"J6dSwKoqDpTgci1yud9921DhjtdQ3dFfTyTBfc6AKds5","12598529216"
"9UFSwhPVQiaYP8ThkEottYHfuMydkbCMKu2XkstTi7jR","441204"
"BfpC637hrxBdxK9CstzKrzYJ1aKya8U18bZU3pigdQdm","192675007"
"3YCmnK98Ls2Anmn5Fv5oVy2W8RPEPuAMKcPpRFvbSWAn","327121612"
"8526uPCepabV5ZkZKBFrw3AAHJ3RHZ9bUpM6bGjHPNoq","8734613"
"4qgwNbU8xK5APASwDEP92ijbsnffs6foSkCuRvGc1gUX","57149118464"
